url,title,author,date,mileage,overall_rating,Overall,Value,Reliability,Quality,Styling,Comfort,pros,cons,full_review,recommendation
https://www.kbb.com/mercedes-benz/c-class/2017/c300-consumer_reviews/?p=2&vehicleid=419277&intent=buy-new,Great Car with many great qualities/few issues,Chuck S.,"on Saturday, February 27, 2016","I own this car - My approximate mileage is 23,000",overall rating 8 of 10,10-Aug,10-Aug,10-Sep,,10-Oct,10-Aug,"""Great value for a fine automobile, enjoy driving .""","""Uncomfortable rear seatbelts ..""","""This car has been a real pleasure to own and to drive . I have the V-6 engine which I find delightful for travel on long journeys .. I sometimes travel through the Great Smokey Mountains and this car makes climbing a real treat .. The pick up is great and the car handles very well as it is quick to respond to commands ..My family and friends always wants to take my car on trips hoping to be able to drive it .. I did find the rear seat belts most uncomfortable as when you click in the lock the belt clicks as the slack comes out and locks extremely tight against your chest and cannot be loosened any at all unless you undo and start over .. Eventually it will work properly but only after you work with it several times ..""",Likely to recommend this car? (1-10): 8
https://www.kbb.com/mercedes-benz/c-class/2017/c300-consumer_reviews/?p=2&vehicleid=419277&intent=buy-new,Delightful Luxury performance compact sedan,CO_C300,"on Thursday, June 25, 2015","I own this car - My approximate mileage is 3,500",overall rating 9 of 10,10-Sep,9/10; 6/10,10-Oct,,10-Oct,10-Aug,,,"""This is a comfortable and fun car to drive with an interior that absolutely exceeds any other car in its class in its fit and finish and styling.""",Likely to recommend this car? (1-10): 8
https://www.kbb.com/mercedes-benz/c-class/2017/c300-consumer_reviews/?p=2&vehicleid=419277&intent=buy-new,Excellent with a few teething problems,wised,"on Tuesday, August 18, 2015","I own this car - My approximate mileage is 10,000",overall rating 9 of 10,10-Sep,10-Aug,10-May,,10-Sep,,"""Excellent driver, confort, fast, beautiful""","""A few reliability issues""","""This car is a driver's dream. Very fast (C400), utterly stable at high speed, quiet, comfortable, great AWD for 4 season service. Gorgeous interior and excellent exterior styling. Excellent sound system. Excellent handling. Excellent air suspension. Multiple driving modes that actually do what they promise. In fact aside from a rather small rear seat there really aren't any negatives to comment about. On the down side, given its a first year model, there have been a few reliability glitches. The great audio system failed, the suspension had a sensor failure which lead to a very rough ride till fixed and the hands free system also failed. All were fairly simple fixes and noncritical but nonetheless they were 2 warranty repairs trips in the first 10K miles.""",Likely to recommend this car? (1-10): 10
https://www.kbb.com/mercedes-benz/c-class/2017/c300-consumer_reviews/?p=2&vehicleid=419277&intent=buy-new,"Good car, but not a great one",Bill W,"on Sunday, June 28, 2015","I own this car - My approximate mileage is 7,500",overall rating 7 of 10,10-Jul,10-Jun,10-Sep,10-Sep,10-Sep,,"""Solid structure, safety features, quiet""","""Marginal ride comfort, COMAND system, 4-cylinder""","""The C300 4Matic exhibits some traditional Mercedes strengths (solid structure, strong safety features, top-flight fit and finish), but also suffers from some notable drawbacks. The no-choice run-flat tires degrade the ride quality significantly. The four cylinder engine provides responsive acceleration, but sounds completely out-of-place in a car with a near $50K price tag. The COMAND interface is a non-intuitive kluge. Its voice command option flat out is unusable except for the simplest functions. The front seats, while adjustable many ways, provide less comfort than some economy cars.""",Likely to recommend this car? (1-10): 5
https://www.kbb.com/mercedes-benz/c-class/2017/c300-consumer_reviews/?p=2&vehicleid=419277&intent=buy-new,The best car I've ever owned!!,Scott,"on Sunday, October 11, 2015","I own this car - My approximate mileage is 11,000",overall rating 10 of 10,10-Oct,10-Sep,10-Oct,10-Oct,10-Oct,,"""Acceleration, style, handling and quiet cabin""","""Switching radio stations takes practice.""","""I've had this vehicle for about 10 months and absolutely love how it handles ( C-300 4 Matic). The acceleration is outstanding for a four cylinder and I got 32 mpg on a trip out to Estes Park, Colorado and that was traveling about 80 mph! I wanted a quiet car and this is the one, no road noise to speak of and an absolutely smooth ride. Traveling through the mountains was like gliding, I didn't feel that rev of the engin when I accelerated. It also looks, awesome! I've got nothing but compliments from everyone I see. The 9"" screen is outstanding, can't see owning a car without one!""",Likely to recommend this car? (1-10): 10
https://www.kbb.com/mercedes-benz/c-class/2017/c300-consumer_reviews/?p=3&vehicleid=419277&intent=buy-new,First Mercedes,Randy,"on Wednesday, November 18, 2015","I own this car - My approximate mileage is 2,600",overall rating 9 of 10,10-Sep,10-Aug,,,10-Oct,10-Sep,"""NIce ride and driveability.""","""Initial quality. Leak should have been detected.""","""Have had couple BMWs, an Audi, and a VW so I have something to compare the C300 to. After test driving the CLA250, the 2015 C300 was the hands down winner. Great driver, good power, brakes and steering. Takes a while to get everything programmed and figured out, but I love the Command 20 now. Initial quality was poor - leaking windshield and poor windshield wipers, but all fixed under warranty by a good dealer. Seat isn't as comfortable as the CLA250 drivers seat, but the adjustment is infinite. Happy with my C300. We'll see how it does after more miles.""",Likely to recommend this car? (1-10): 9
https://www.kbb.com/mercedes-benz/c-class/2017/c300-consumer_reviews/?p=3&vehicleid=419277&intent=buy-new,Love this Car,JK,"on Saturday, August 22, 2015","I own this car - My approximate mileage is 8,000",overall rating 9 of 10,10-Sep,,10-Aug,10-Sep,10-Sep,10-Sep,"""great value""","""can be a little more loud than our previous E350""","""Love this car, just wish that the road-noise sound was a little less. We got the smallest wheel size available to gain a softer riding experience. That was a great decision as the higher wheel size gives a too-firm ride. We have used the C300 4matic in the snow and found it to be excellent. Even though we like the sporty side of this car our accent was on safety in the snow and comfort for highway driving. The dealer has given us excellent service. This car is a keeper.""",Likely to recommend this car? (1-10): 10
https://www.kbb.com/mercedes-benz/c-class/2017/c300-consumer_reviews/?p=3&vehicleid=419277&intent=buy-new,Solid choice in the entry level luxury segment,Mercedes Fan,"on Saturday, May 30, 2015","I own this car - My approximate mileage is 4,800",overall rating 8 of 10,10-Aug,10-Aug,10-Aug,10-Sep,10-Sep,10-Aug,"""Great styling""","""Several optional items are standard on other cars.""","""This is the fourth Mercedes I have owned. I previously had a 2012 C250, which I traded in for the all-new 2015 C300 Luxury with 4Matic. The 2015 is much faster than the 2012. The increase to 241 horsepower is a welcome addition. The interior is also much nicer. The interior of the 2015 C300 was rated one of the 10 best car interiors for 2015 by Ward's. The all-new exterior styling looks very nice. Sort of like a mini S-Class. Overall, the new C300 is a very nice automobile.""",Likely to recommend this car? (1-10): 9
https://www.kbb.com/mercedes-benz/c-class/2017/c300-consumer_reviews/?p=3&vehicleid=419277&intent=buy-new,"Great car, fun to drive, like it more & more!",RKH,"on Sunday, March 27, 2016","I own this car - My approximate mileage is 5,500",overall rating 10 of 10,10-Oct,10-Aug,10-Oct,10-Oct,10-Oct,10-Sep,"""Excel. material, finish. handling & fun to drive.""","""No touch screen entertainment system.""","""Purchase this car in May 2015 but only have 5500 miles on it. The only time I took it into the dealer was for the first check up after 4000 miles. It has been very reliable so far and no quality related issues. I have not had a four cylinder car in the past 20 years and this turbo 4 definitely has more than sufficient powers at 254hp. It is a very good handling vehicle. The quality of the materials and finish are first class. It did take some time to learn and get used to the GPS and the media system; but once you learn it, it is OK. I have been getting an average of 27 miles/gallon with an average speed of only 22 mph. I expect that if your driving condition to have a higher mph, the miles/gallon will improve. I originally brought this car for my wife but I drive it more and more. It is a fun car to drive.""",Likely to recommend this car? (1-10): 10
https://www.kbb.com/mercedes-benz/c-class/2017/c300-consumer_reviews/?p=3&vehicleid=419277&intent=buy-new,Reliability issue,MB,"on Saturday, June 20, 2015","I own this car - My approximate mileage is 2,400",overall rating 2 of 10,10-Feb,,10-Jan,,,,,,"""I own a brand new 2015 C300 for about 4 months, but my car was in service department for more than 4 times and for two months of total repair time. Issues include noise and vibration. Reliability of the new C-class is disappointing. The engine noise is much louder than expected. Strange noises come from suspension(especially over bumps and uneven roads) and steering. There is burning smell inside if leaving the car in the sun for a while. Slow acceleration at the beginning, but faster at high speed. Headroom is tight for tall people, and smaller truck than BMW 3 series. The entertainment system is more difficult to operate than BMW's iDrive. Insurance cost is higher than BMW and Audi. Wish the seats could have been softer. Heard in the news that stain on the seats would come out in the winter.""",Likely to recommend this car? (1-10): 1
https://www.kbb.com/mercedes-benz/c-class/2017/c300-consumer_reviews/?p=4&vehicleid=419277&intent=buy-new,Very nice sedan,lg,"on Thursday, December 31, 2015","I own this car - My approximate mileage is 4,000",overall rating 9 of 10,10-Sep,10-Aug,10-Oct,10-Oct,10-Oct,10-Aug,,,"""I love my C 300. I had two Ml 350's so I do miss the 4 wheel drive and the room. The ML was quieter, though the C 300 is very quiet. Love to drive this car. Very sporty. I feel like I am driving a sports car. Back seat is cramped for four people but great for two people. Trunk space is a little small, but that is my impression after having two MLs. Quality is high, supreme sound system is great. Have had some problems with my bluetooth music. Next MB will be a little bigger. I am leasing cuz I may want to change in three years, but right now I am very happy. I love just taking it for a ride with no purpose in mind. Have been on three trips of 400 plus miles and was delighted with the drive and passing ability. I do recommend this MB""",Likely to recommend this car? (1-10): 10
https://www.kbb.com/mercedes-benz/c-class/2017/c300-consumer_reviews/?p=4&vehicleid=419277&intent=buy-new,"Excellent, sporty, and comfortable car.",thelunchbox,"on Tuesday, November 15, 2016","I own this car - My approximate mileage is 2,500",overall rating 9 of 10,10-Sep,10-Sep,,10-Oct,10-Oct,10-Sep,"""Fun, sporty yet luxurious, great looking.""","""Manual gear select, back seat belts""","""Bought my 2015 C250 Coupe after comparing to the BMW 320i. Although I was very fond of the BMW xDrive system, especially in North Western winters, the ESP in the MB has proven to do an admirable job in wet conditions. The car handles corners every bit as well as the BMW I tested. The biggest decider was the engine power and the seats. The 1.8L turbo makes impressive power and accelerates out of the corners much harder than the BMWs bi-turbo 4. The seats keep you well planted during hard maneuvering and yet comfortable for long cruises. I took the car on a 6 hour road trip and never felt the slightest bit uncomfortable. I also had no problem overtaking on the freeway in Idaho with 80mph speed limits and a full load of 4 people in the car. The seat warmers are amazing, too. The back seats are very comfortable and offer good leg room and head space even for someone who is 6'1"" like me. The styling is excellent. Mine is black with aluminum accents and it looks stunning. The large sunroof is a major plus when the weather is nice out. The feedback and ride quality are great but could be improved with non run flat tires. Harmon/Kardon stereo delivers superb sound. Trunk space is ample. Now for the downer bits. The back seatbelt can be a bit of a pain as it tries to lock up on you and sometimes requires multiple attempts before it will give you enough slack to be comfortable. The back seats in the Coupe are also a bit of a pain to get in and out of owing to the fact that they are fairly far back in the cabin. The entertainment system is fairly easy to operate but could be better. Every time I plug my phone into the USB port to charge it automatically connects the stereo to it despite not having any music. This is a bit annoying. The paddle shifters are nearly useless even in sport mode. Manual gear selection is really only good for downshifting before entering corners but it is still sluggish and uninspiring. By far the biggest disappointment. Forget trying to upshift with it. When accelerating in a straight line in sport mode it will shift when it is ready to and not a millisecond before. Still, the gear ratios on the 7-speed transmission are well balanced and it shifts near seamlessly in economy mode. Overall this car is a joy to drive both spiritedly and casually. I do not regret my purchase at all.""",Likely to recommend this car? (1-10): 8
https://www.kbb.com/mercedes-benz/c-class/2017/c300-consumer_reviews/?p=4&vehicleid=419277&intent=buy-new,Great car and great value! Nothing but the best!,Slim Jim 100,"on Sunday, July 12, 2015","I own this car - My approximate mileage is 4,500",overall rating 10 of 10,10-Oct,,10-Oct,10-Oct,10-Oct,,,,"""I own the c300 4matic. After test driving and researching numerous cars for six months, I kept coming back to the C300 every time. This car is quiet, smooth and fun to drive. The handling is top notch and eats bumps up. If you are looking for a car that does everything great and looks good doing it, then this is the car. I've been total impressed with it.""",Likely to recommend this car? (1-10): 10
https://www.kbb.com/mercedes-benz/c-class/2017/c300-consumer_reviews/?p=4&vehicleid=419277&intent=buy-new,Drove them all...C300 Nailed it.,Icy,"on Tuesday, May 26, 2015","I own this car - My approximate mileage is 2,000",overall rating 9 of 10,10-Sep,,,,10-Aug,,"""Very comfortably, solid and responsive.""","""Technology overload requires some training.""","""We drove all the competition in this class. This was the quietest most responsive out of all of them. Close runner up was the BMW 328 but did not have the interior glamor the C300 had. It's a rolling computer which scares me a little but we purchased the extended warranty which I normally don't. A very fast platform and grabs the road accordingly. We bought the car for my wife, put the Sport package on it and most all the bells and whistles...with the exception of the HUD...which I recommend you splurge and get. She loves the car.""",Likely to recommend this car? (1-10): 9
https://www.kbb.com/mercedes-benz/c-class/2017/c300-consumer_reviews/?p=4&vehicleid=419277&intent=buy-new,Mini S Class,Drew,"on Friday, April 24, 2015",I own this car - My approximate mileage is 788,overall rating 8 of 10,10-Aug,10-Aug,10-Aug,10-Oct,10-Sep,10-Sep,"""good looks, interior lighting is excellent.""","""tight back seat, info-tainment system complex""","""This car is very comfortable. I haven't been able to push this new car to the limits just yet because I'm usually driving my pregnant wife around in comfort mode. I am a BMW fanatic but I am def a fan of this car, which means a lot. The driving dynamics is very noticeable and suspension is very stiff in sport mode. Feedback and suspension from the road is not quite as good as a BMW 3 series but you will feel plush with the lumbar settings on driver and passenger seats.""",Likely to recommend this car? (1-10): 10
https://www.kbb.com/mercedes-benz/c-class/2017/c300-consumer_reviews/?p=5&vehicleid=419277&intent=buy-new,great car-serves many purposes,av,"on Thursday, December 10, 2015","I own this car - My approximate mileage is 20,000",overall rating 9 of 10,10-Sep,10-Sep,10-Oct,10-Sep,10-Oct,10-Aug,"""Fun, fast, fuel efficient, safe, status,""","""horrible navigation. just not up to speed""","""I love driving this car. Last car was an Audi Q5 which I also liked. Just wanted something different. Almost bought the CLA but after driving both there is no comparison. Reminds me of being back in my 20's when I would jump in my RX-7 on a Saturday morning just to drive my car! It serves many purposes. Transmission into sport mode and it is sporty. Long drive to florida and awd, comfort and handling are terrific. Status... lots of comments by folks about how much they like the looks. In the snow or rain you feel confident. Really gets 31 mpg like advertised... driving 70+mph highway. Only downside is my upgraded audio did not include satellite radio and navigation is way behind. My Ford F150 and Toyota Rav are better. MB really needs to let google's android run the gps system.""",Likely to recommend this car? (1-10): 9
https://www.kbb.com/mercedes-benz/c-class/2017/c300-consumer_reviews/?p=5&vehicleid=419277&intent=buy-new,2016 C450,BG,"on Friday, May 27, 2016","I own this car - My approximate mileage is 1,300",overall rating 5 of 10,10-May,,10-Oct,10-Oct,10-Oct,,"""very nice looking car""","""rides like a toy , like smooth and quiet""","""The car is very nice looking, It is also very responsive ( Fast)rides hard in comfort mode its AMG. had an E550 .I am waiting for the 2017 E class to show up and I will trade the C 450 AMG in for the redesign E class.""",Likely to recommend this car? (1-10): 1
https://www.kbb.com/mercedes-benz/c-class/2017/c300-consumer_reviews/?p=5&vehicleid=419277&intent=buy-new,It's a Mercedes no doubt but definitely with lags.,Alex,"on Monday, February 22, 2016","I own this car - My approximate mileage is 6,300",overall rating 8 of 10,10-Aug,,10-May,,10-Oct,10-Aug,,,"""10 months have passed and I still can't get how to turn off Radio.I found it possible by either opening door or switching to media mood only in case when your phone is not connected otherwise it automatically streams off music from phone memory regardless of Bluetooth connectivity or USB connection.It's very annoying to stop music each time after connecting phone to the USB charger.Moreover, my door locks sometimes don't react neither to my hand nor to remote key-open button and then would suddenly open themselves with few minutes delay. It was like a stabbing in back with knife from $45000 brand new Mercedes that screams :""The best or nothing"".Come on Mercedes, It's a shame. Some small things ,such as interior and exterior details don't really fit each other precisely(tank lid vs body car,cup holder lid), are very disappointing. The good thing is, at least, It drives as a Mercedes otherwise it would be a disaster. Acceleration, agility/steering as well as breaks combining with 4 matic system is what puts this car apart from Toyota, Honda etc. The Sound isolation is great at both high and low speeds yet delivering comfort, smooth driving experience.""",Likely to recommend this car? (1-10): 7
https://www.kbb.com/mercedes-benz/c-class/2017/c300-consumer_reviews/?p=5&vehicleid=419277&intent=buy-new,By far the best vehicle I have ever owned ..,Chuck,"on Thursday, May 26, 2016","I own this car - My approximate mileage is 25,000",overall rating 9 of 10,10-Sep,10-Sep,10-Oct,10-Sep,10-Oct,,"""Incredibally affordable for the options/standards""","""Rear seatbelts way to tight in the rear seat/drive""","""This car handles/drives like a dream ..It holds real tight in cornering and responds very quickly to unavoidable lane changes .. Acceleration response is practically immediate and the gas mileage is very good.. The air conditioning operates perfectly including the rear a/c vents .. Love that !! ..There is a big problem though and that is the seat belt on the rear driver's side is unbearably uncomfortable .When you let out the slack in the belt you can very often hear a clicking noise as the slack is taken out .. The belt gets snug, then tight and then uncomfortably tight where you simply cannot move--AT ALL.. Overall it's my dream machine though !!!""",Likely to recommend this car? (1-10): 9
https://www.kbb.com/mercedes-benz/c-class/2016/c63-s-amg-consumer_reviews/?p=1&vehicleid=412216&intent=buy-new,Love my car...,CJ,"on Saturday, January 7, 2017","I own this car - My approximate mileage is 3,500",overall rating 8 of 10,10-Aug,10-Aug,10-Aug,10-Sep,10-Sep,10-Sep,,,"""Beautiful inside and out! 2017 model. I turn heads left and right on the road. Only thing... a unexplainable noise coming from the front left end of car in wet conditions. dealership has no clue. my car was in service for 3 weeks with no resolution. it does not impede the way it drives... just an annoying noise. new model design bugs perhaps? other than that, phenomenal car!""",Likely to recommend this car? (1-10): 9
https://www.kbb.com/mercedes-benz/c-class/2016/c63-s-amg-consumer_reviews/?p=1&vehicleid=412216&intent=buy-new,Early Suprise by what seemed to be a great car,Jerry,"on Sunday, January 18, 2015","I own this car - My approximate mileage is 4,000",overall rating 7 of 10,10-Jul,10-Jun,10-Jan,10-May,10-Oct,10-Sep,"""stylish,fun to drive""","""problems see above""","""Initial experience was terrific. loved the new C 300 2015 model. great appearance and handling. Other than Brake noise when backing up all was well. then cold weather and temperature change caused all the seats,backs etc to leak a chemical and stain everything. Still waiting on resolution but will have to haggle and give up car for a while as the only solution looks like replacing all interior seats and related surfaces. this is now a known problem and no one contacted me. Outcome pending.""",Likely to recommend this car? (1-10): 1
https://www.kbb.com/mercedes-benz/c-class/2016/c63-s-amg-consumer_reviews/?p=1&vehicleid=412216&intent=buy-new,Beautiful car with the worst navigation system,lacy,"on Monday, January 25, 2016","I own this car - My approximate mileage is 2,300",overall rating 8 of 10,10-Aug,10-Aug,10-Sep,10-Sep,10-Aug,10-Aug,,,"""The navigation is not very accurate, had me turning in a driveway to nowhere instead of the street 3 blocks down and was not near my location when it told me I had arrived. The whole entertainment/nav system is not user friendly, it requires too many steps to each choice. You can't select radio stations while in phone mode, you can't turn the radio off by itself the whole system shuts down. The system only allows using the radio, phone, nav, etc. one thing at a time.I had a seven year old Accord that had a much better and easier system than the Mercedes'. The transmission is sluggish at times and rough shifting. I love the blind spot alert but it doesn't always work accurately. The memory card slot is a handy way to play and store your own music.""",Likely to recommend this car? (1-10): 3
https://www.kbb.com/mercedes-benz/c-class/2016/c63-s-amg-consumer_reviews/?p=1&vehicleid=412216&intent=buy-new,"Stylish, Solid, Compact Luxury Car",MBC300,"on Wednesday, November 2, 2016","I own this car - My approximate mileage is 14,500",overall rating 10 of 10,10-Oct,10-Sep,10-Oct,10-Oct,10-Oct,10-Sep,"""Styling, fun to drive, decent cargo space""","""Can't get an optional spare tire""","""Have had absolutely zero issues with my 2016. Average mileage has been 28.0 mpg combined (usually drive in ECO mode) and have gotten as high as 35mpg on a 500 mile trip. Love the Sport mode and rear wheel bias on my 4 Matic -it's actually FUN to drive on a winding country road. While Command system is at first complicated - I recommend you actually spend 1 hour to look at the manual and review the videos - and then enjoy what you paid good money for! :) Climate control is good - great sun roof - like the LED lights. Styling is great. Seats firm but comfortable. Preferred overall package of MB over BMW & Audi I test drove. Trunk with folding seat is good - I can fit my bike in there or a folding wheelchair - I use the car to go skiing and all my equipment fits inside. Car has been good in upstate NY winter snow.""",Likely to recommend this car? (1-10): 9
https://www.kbb.com/mercedes-benz/c-class/2016/c63-s-amg-consumer_reviews/?p=1&vehicleid=412216&intent=buy-new,2015 Mercedes C 300 4matic,kw,"on Wednesday, July 1, 2015","I own this car - My approximate mileage is 10,200",overall rating 5 of 10,10-May,10-Jan,10-May,10-May,10-Sep,10-May,"""handles road well""","""Put together poorly, value drops 18,000 1st yr""","""After 2 months engine noise got louder. Dealer says it is normal. Loaner cars aren't that noisy. Car stayed in service for 3 weeks to have engine mounts and axile shafts. Yes this is a 2015 model.""",Likely to recommend this car? (1-10): 1
